Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Dist.,0-3,3-10,10-16,16-3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,Att.,Md.
338,AJ Johnson,20,2TM,SG,29,11,639,4.6,12.0,0.385,1.4,5.1,0.267,3.3,6.9,0.472,0.441,1.8,2.1,0.865,0.5,2.9,3.3,4.3,0.7,0.2,2.0,2.8,12.4,,johnsaj01,7.1,0.48,0.423,0.174,1.3,8.3,4.8,17.1,0.9,0.4,13.2,17.4,-0.5,0.0,-0.4,-0.032,-5.6,-2.5,-8.1,-1.0,12.0,0.291,0.258,0.028,0.0,0.472,0.565,0.418,0.0,,0.267,0.534,0.667,0.099,15,0.122,2,0
338,AJ Johnson,20,MIL,SG,7,0,44,6.5,15.5,0.421,2.5,4.1,0.6,4.1,11.5,0.357,0.5,0.8,1.6,0.5,0.0,5.7,5.7,5.7,0.8,0.0,3.3,0.0,16.4,,johnsaj01,10.6,0.503,0.263,0.105,0.0,16.6,8.6,23.1,1.1,0.0,16.8,23.8,-0.1,0.0,0.0,-0.023,-3.1,-1.8,-4.9,0.0,9.7,0.421,0.316,0.0,0.0,0.357,0.5,0.167,,,0.6,0.6,0.667,0.053,0,0.2,0,0
338,AJ Johnson,20,WAS,SG,22,11,595,4.5,11.7,0.381,1.3,5.1,0.247,3.2,6.6,0.486,0.436,1.9,2.1,0.886,0.5,2.7,3.1,4.2,0.7,0.2,1.9,3.0,12.1,,johnsaj01,6.9,0.478,0.438,0.18,1.4,7.7,4.5,16.7,0.9,0.5,12.9,17.0,-0.4,0.0,-0.4,-0.033,-5.8,-2.5,-8.3,-0.9,14.3,0.278,0.253,0.031,0.0,0.486,0.574,0.449,0.0,,0.247,0.528,0.667,0.103,15,0.118,2,0
339,Maxi Kleber,33,DAL,PF,34,4,637,2.1,5.4,0.385,0.7,2.8,0.265,1.4,2.7,0.511,0.453,0.9,1.2,0.762,1.4,4.0,5.4,2.4,0.5,1.0,1.3,3.7,5.8,,klebima01,5.6,0.489,0.51,0.219,4.4,11.7,8.1,8.3,0.7,2.3,17.9,8.7,0.0,0.4,0.3,0.023,-4.2,0.4,-3.8,-0.3,15.9,0.177,0.208,0.021,0.083,0.511,0.706,0.3,0.5,0.625,0.265,0.833,0.923,0.073,6,0.347,0,0
340,Delon Wright,32,2TM,PG,40,7,635,2.6,7.4,0.344,1.1,4.1,0.274,1.4,3.3,0.431,0.42,0.9,1.4,0.6,1.5,2.2,3.7,4.4,2.0,0.7,1.2,1.4,7.1,,wrighde01,9.2,0.44,0.557,0.191,4.9,6.5,5.7,15.0,2.7,1.8,13.4,11.3,0.0,0.7,0.7,0.053,-2.8,1.4,-1.4,0.1,15.6,0.244,0.153,0.038,0.008,0.431,0.563,0.25,0.2,1.0,0.274,0.44,1.0,0.0,0,0.26,0,0
340,Delon Wright,32,MIL,PG,26,2,405,2.0,7.3,0.268,1.1,4.4,0.245,0.9,2.9,0.303,0.341,0.8,1.4,0.563,1.3,2.8,4.1,4.3,2.0,0.8,1.2,1.5,5.8,,wrighde01,7.4,0.365,0.598,0.195,4.2,8.0,6.2,14.5,2.7,2.1,13.6,11.2,-0.3,0.5,0.2,0.022,-4.1,1.6,-2.5,-0.1,17.3,0.183,0.171,0.049,0.0,0.303,0.467,0.143,0.25,,0.245,0.3,1.0,0.0,0,0.245,0,0
340,Delon Wright,32,NYK,PG,14,5,230,3.6,7.7,0.469,1.3,3.8,0.333,2.3,3.9,0.6,0.551,0.9,1.4,0.667,1.9,1.3,3.1,4.5,1.9,0.5,1.3,1.3,9.4,,wrighde01,12.4,0.566,0.49,0.184,6.1,4.0,5.0,15.9,2.6,1.2,13.1,11.5,0.3,0.2,0.5,0.109,-0.6,1.1,0.5,0.1,13.9,0.347,0.122,0.02,0.02,0.6,0.647,0.5,0.0,1.0,0.333,0.533,1.0,0.0,0,0.292,0,0
341,Jericho Sims,26,2TM,C,53,5,632,2.6,4.0,0.634,0.0,0.0,,2.6,4.0,0.634,0.634,0.5,0.7,0.615,4.0,7.2,11.2,1.9,0.6,1.1,1.9,3.7,5.6,,simsje01,10.0,0.639,0.0,0.183,12.9,22.0,17.6,6.4,0.8,2.8,30.1,7.6,0.5,0.7,1.3,0.096,-3.1,0.1,-3.0,-0.2,2.5,0.718,0.239,0.042,0.0,0.634,0.725,0.412,0.333,,,0.8,,0.577,35,,0,0
341,Jericho Sims,26,NYK,C,39,5,422,2.4,3.9,0.609,0.0,0.0,,2.4,3.9,0.609,0.609,0.7,1.1,0.615,4.4,6.7,11.0,1.9,0.7,0.9,1.8,3.9,5.5,,simsje01,9.9,0.619,0.0,0.283,14.0,21.0,17.5,6.3,0.9,2.2,28.9,7.5,0.4,0.5,0.8,0.096,-3.3,-0.2,-3.5,-0.2,2.3,0.696,0.283,0.022,0.0,0.609,0.75,0.308,0.0,,,0.714,,0.587,22,,0,0
341,Jericho Sims,26,MIL,C,14,0,210,2.9,4.3,0.68,0.0,0.0,,2.9,4.3,0.68,0.68,0.0,0.0,,3.4,8.2,11.7,1.9,0.3,1.5,2.1,3.3,5.8,,simsje01,10.2,0.68,0.0,0.0,10.8,23.9,17.6,6.6,0.5,4.0,32.4,7.7,0.1,0.3,0.4,0.097,-2.8,0.9,-1.9,0.0,2.7,0.76,0.16,0.08,0.0,0.68,0.684,0.75,0.5,,,0.941,,0.56,13,,0,0
342,Josh Okogie,26,2TM,SG,40,7,625,5.4,12.2,0.443,1.8,5.3,0.348,3.6,6.9,0.517,0.519,3.6,4.9,0.741,2.6,3.9,6.5,1.9,2.8,1.0,1.8,2.7,16.3,,okogijo01,16.3,0.567,0.434,0.401,8.0,11.8,9.9,7.9,3.8,2.8,11.1,19.5,0.6,0.7,1.3,0.1,-0.1,1.6,1.5,0.6,13.2,0.283,0.25,0.028,0.005,0.517,0.733,0.302,0.333,0.0,0.348,0.629,1.0,0.08,14,0.522,0,0
342,Josh Okogie,26,PHO,SG,25,1,351,5.7,11.7,0.491,1.6,4.3,0.381,4.1,7.4,0.556,0.561,2.3,3.3,0.688,3.3,4.1,7.4,1.4,2.2,1.0,1.6,2.9,15.4,,okogijo01,15.8,0.586,0.368,0.281,10.4,12.4,11.4,5.8,3.0,2.7,11.1,18.1,0.4,0.3,0.7,0.092,0.1,0.3,0.4,0.2,11.2,0.351,0.254,0.018,0.009,0.556,0.7,0.345,1.0,0.0,0.381,0.675,1.0,0.132,12,0.69,0,0
342,Josh Okogie,26,CHO,SG,15,6,274,5.0,12.9,0.388,2.1,6.6,0.32,2.9,6.3,0.458,0.469,5.4,7.0,0.774,1.7,3.7,5.4,2.5,3.5,1.1,2.0,2.5,17.5,,okogijo01,16.8,0.548,0.51,0.541,5.0,11.1,8.0,10.6,4.8,2.9,11.0,21.2,0.2,0.4,0.6,0.11,-0.3,3.3,3.1,0.4,15.2,0.204,0.245,0.041,0.0,0.458,0.8,0.25,0.0,,0.32,0.545,1.0,0.02,2,0.38,0,0
343,Jeff Dowtin Jr.,27,PHI,PG,41,3,621,6.5,13.3,0.487,1.6,4.1,0.4,4.9,9.3,0.525,0.548,1.9,2.6,0.733,0.7,2.8,3.5,4.5,1.4,0.7,0.9,1.7,16.5,,dowtije01,16.1,0.57,0.304,0.196,2.1,9.1,5.5,19.6,1.9,1.9,5.7,18.6,1.1,0.3,1.3,0.103,0.7,-0.5,0.2,0.3,13.5,0.209,0.217,0.187,0.083,0.525,0.604,0.44,0.628,0.316,0.4,0.298,0.607,0.004,1,0.2,0,0
344,Daniel Theis,32,NOP,C,38,9,621,3.5,7.5,0.473,0.5,2.1,0.243,3.0,5.3,0.565,0.508,1.8,2.1,0.838,2.6,7.0,9.5,3.5,1.0,1.2,1.4,4.1,9.4,,theisda01,12.1,0.558,0.287,0.287,7.4,21.5,14.2,13.0,1.4,3.1,14.7,11.6,0.6,0.4,1.0,0.077,-3.3,0.0,-3.3,-0.2,11.1,0.31,0.271,0.116,0.016,0.565,0.7,0.457,0.467,0.5,0.243,0.75,1.0,0.116,11,0.243,0,0
345,Cory Joseph,33,ORL,PG,50,16,612,3.6,9.1,0.403,2.3,6.3,0.364,1.4,2.8,0.489,0.529,0.8,1.1,0.778,1.0,3.4,4.4,4.2,1.5,0.2,1.1,2.9,10.4,,josepco01,10.9,0.547,0.695,0.117,3.0,11.2,6.9,17.0,2.1,0.6,10.0,12.8,0.6,0.9,1.5,0.114,-2.3,1.4,-0.8,0.2,20.4,0.091,0.11,0.052,0.052,0.489,0.643,0.412,0.375,0.5,0.364,0.391,0.872,0.0,0,0.215,1,0
346,Zeke Nnaji,24,DEN,PF,57,4,608,4.1,8.3,0.496,1.0,3.1,0.327,3.1,5.3,0.596,0.557,1.6,2.6,0.614,2.0,3.4,5.3,1.4,1.5,2.3,0.8,3.7,10.9,,nnajize01,12.0,0.574,0.369,0.312,6.3,9.8,8.1,4.6,2.0,5.6,8.0,12.2,0.6,0.6,1.2,0.097,-2.1,0.7,-1.3,0.1,11.4,0.383,0.199,0.007,0.043,0.596,0.741,0.321,1.0,0.5,0.327,0.792,0.941,0.184,22,0.519,0,0
347,Kessler Edwards,24,DAL,SF,40,18,608,4.0,8.0,0.496,1.3,3.2,0.407,2.7,4.8,0.556,0.578,0.7,0.8,0.923,1.3,5.5,6.8,2.5,1.1,1.2,0.9,3.7,9.9,,edwarke02,11.3,0.597,0.4,0.096,4.0,16.3,10.3,9.1,1.5,2.8,10.2,11.1,0.6,0.6,1.2,0.096,-2.0,0.6,-1.4,0.1,12.5,0.311,0.207,0.067,0.015,0.556,0.667,0.464,0.333,0.5,0.407,0.822,1.0,0.104,12,0.5,0,0
348,Pat Connaughton,32,MIL,SG,41,1,603,5.0,10.6,0.469,1.6,4.8,0.321,3.4,5.7,0.594,0.542,1.4,1.9,0.774,1.1,5.4,6.5,4.2,0.5,0.7,1.4,2.7,12.9,,connapa01,12.1,0.567,0.458,0.175,3.6,15.6,9.8,15.8,0.7,1.7,11.2,15.6,0.6,0.6,1.2,0.093,-1.4,-0.8,-2.3,0.0,13.7,0.35,0.164,0.023,0.006,0.594,0.661,0.448,0.5,1.0,0.321,0.702,0.885,0.04,6,0.235,0,0
349,Ajay Mitchell,22,OKC,SG,36,1,597,5.5,11.1,0.495,1.4,3.6,0.383,4.1,7.5,0.548,0.557,1.7,2.1,0.829,1.1,3.0,4.1,3.9,1.5,0.2,1.7,4.1,14.1,,mitchaj01,12.0,0.587,0.326,0.19,3.3,8.8,6.1,13.8,2.0,0.7,12.7,16.2,0.6,0.9,1.5,0.122,-2.5,0.9,-1.6,0.1,12.2,0.217,0.353,0.065,0.038,0.548,0.625,0.492,0.833,0.143,0.383,0.397,0.957,0.005,0,0.267,1,0
350,Brandon Ingram,27,NOP,SF,18,18,595,9.4,20.1,0.465,2.6,7.0,0.374,6.8,13.2,0.514,0.53,2.8,3.3,0.855,1.0,5.0,6.1,5.6,1.0,0.7,4.2,2.7,24.2,,ingrabr01,16.0,0.56,0.345,0.165,3.0,15.5,9.1,26.8,1.3,1.8,16.2,30.2,-0.2,0.2,0.0,0.001,1.4,-1.7,-0.3,0.3,16.0,0.117,0.153,0.24,0.144,0.514,0.744,0.412,0.538,0.396,0.374,0.402,0.837,0.027,9,0.07,0,0
351,Jared McCain,20,PHI,SG,23,8,592,7.7,16.7,0.46,3.1,8.1,0.383,4.6,8.6,0.532,0.553,3.0,3.4,0.875,0.8,2.6,3.4,3.6,0.9,0.0,2.3,2.3,21.4,ROY-7,mccaija01,15.2,0.589,0.485,0.204,2.4,8.6,5.4,16.7,1.2,0.0,11.0,24.7,0.6,0.1,0.7,0.057,1.8,-1.6,0.2,0.3,16.0,0.193,0.179,0.106,0.036,0.532,0.642,0.429,0.448,0.7,0.383,0.32,0.804,0.007,2,0.203,0,0
352,Cam Reddish,25,LAL,SF,33,8,589,2.3,5.7,0.404,0.8,2.9,0.277,1.5,2.9,0.532,0.473,1.0,1.6,0.615,1.0,3.0,4.0,1.3,2.0,0.6,0.7,2.6,6.4,,reddica01,7.4,0.498,0.5,0.277,3.3,9.1,6.3,4.8,2.8,1.6,10.2,8.8,0.0,0.6,0.7,0.054,-4.4,1.6,-2.7,-0.1,14.7,0.245,0.202,0.032,0.021,0.532,0.87,0.211,0.0,0.5,0.277,0.52,1.0,0.096,8,0.489,0,0
353,Jae'Sean Tate,29,HOU,SF,52,2,588,4.3,9.1,0.473,1.0,2.8,0.348,3.3,6.2,0.529,0.527,2.0,2.9,0.681,3.1,4.1,7.2,2.9,1.6,0.4,1.3,5.0,11.5,,tateja01,12.3,0.557,0.311,0.318,8.9,12.4,10.6,10.5,2.2,1.1,11.5,13.3,0.8,0.8,1.6,0.133,-2.1,1.4,-0.7,0.2,10.4,0.27,0.385,0.034,0.0,0.529,0.7,0.421,0.4,,0.348,0.519,1.0,0.041,4,0.674,0,0
354,Olivier-Maxence Prosper,22,DAL,PF,52,4,584,4.3,10.7,0.402,0.7,3.1,0.235,3.6,7.6,0.472,0.437,3.0,4.7,0.645,2.7,5.1,7.8,2.5,1.6,0.4,0.9,1.7,12.4,,prospol01,12.6,0.484,0.293,0.437,8.4,15.0,11.8,9.1,2.2,0.9,6.3,16.3,0.3,0.5,0.9,0.072,-1.6,-0.5,-2.1,0.0,10.4,0.356,0.276,0.029,0.046,0.472,0.661,0.313,0.0,0.25,0.235,0.638,1.0,0.08,11,0.667,0,0
355,Jarred Vanderbilt,25,LAL,PF,36,2,581,3.7,7.5,0.488,0.6,2.0,0.281,3.1,5.5,0.562,0.525,1.2,2.2,0.556,4.2,7.1,11.3,2.5,2.2,0.6,1.8,4.2,9.1,,vandeja01,13.2,0.537,0.264,0.298,13.6,21.5,17.6,9.4,3.0,1.6,17.5,12.5,0.5,0.9,1.4,0.114,-2.3,1.3,-1.0,0.2,8.2,0.554,0.174,0.008,0.0,0.562,0.672,0.238,0.0,,0.281,0.7,1.0,0.289,30,0.75,1,0
356,Joel Embiid,30,PHI,C,19,19,574,8.8,19.8,0.444,1.4,4.8,0.299,7.3,14.9,0.492,0.481,9.3,10.6,0.882,2.3,7.5,9.7,5.3,0.9,1.1,3.9,2.6,28.3,,embiijo01,23.4,0.58,0.244,0.537,6.8,24.5,15.3,25.6,1.2,3.1,13.7,34.2,0.9,0.5,1.4,0.118,3.7,-0.3,3.5,0.8,13.5,0.194,0.194,0.203,0.165,0.492,0.623,0.508,0.422,0.404,0.299,0.538,0.957,0.016,5,0.0,0,0
357,Monte Morris,29,PHO,PG,45,0,571,5.2,12.3,0.426,2.0,5.4,0.36,3.3,6.9,0.477,0.505,2.3,2.6,0.857,0.8,3.5,4.2,4.6,1.3,0.2,1.3,1.5,14.7,,morrimo01,13.1,0.546,0.441,0.215,2.4,10.5,6.5,18.1,1.7,0.5,9.0,18.1,0.6,0.2,0.8,0.064,-1.0,-0.8,-1.8,0.0,16.1,0.056,0.262,0.144,0.097,0.477,0.909,0.431,0.393,0.474,0.36,0.462,0.903,0.0,0,0.465,0,0
358,Moritz Wagner,27,ORL,C,30,1,564,8.9,15.9,0.562,1.7,4.8,0.36,7.2,11.1,0.649,0.616,5.0,7.0,0.718,2.6,6.9,9.4,2.7,1.5,0.8,3.1,3.5,24.6,,wagnemo01,22.3,0.649,0.301,0.442,7.7,23.1,15.0,13.7,2.1,2.0,14.1,26.8,1.0,1.0,2.0,0.174,2.6,1.4,4.0,0.9,9.5,0.486,0.201,0.008,0.004,0.649,0.711,0.54,0.0,0.0,0.36,0.69,1.0,0.076,18,0.307,0,0
359,Malcolm Brogdon,32,WAS,PG,24,13,564,6.6,15.3,0.433,1.0,3.6,0.286,5.6,11.7,0.478,0.467,5.2,5.9,0.88,1.3,4.5,5.8,6.3,0.8,0.3,2.4,1.9,19.5,,brogdma01,15.8,0.544,0.233,0.383,3.9,13.0,8.4,27.4,1.1,0.8,11.9,23.7,0.6,0.1,0.7,0.061,-0.1,-1.5,-1.5,0.1,11.5,0.296,0.242,0.129,0.1,0.478,0.676,0.362,0.355,0.333,0.286,0.364,0.938,0.0,0,0.089,1,0
360,John Konchar,28,MEM,SG,46,4,558,2.6,5.9,0.451,1.5,4.0,0.371,1.2,1.9,0.621,0.577,0.5,0.5,0.875,2.4,7.4,9.7,2.7,1.9,0.9,1.0,2.1,7.2,,konchjo01,12.1,0.592,0.681,0.088,7.1,21.4,14.3,8.8,2.5,2.3,14.5,8.0,0.6,0.9,1.5,0.131,-0.7,2.3,1.7,0.5,18.0,0.22,0.066,0.033,0.0,0.621,0.7,0.5,0.333,,0.371,0.667,1.0,0.011,1,0.5,1,0
361,Dwight Powell,33,DAL,C,55,3,551,2.7,4.0,0.689,0.1,0.3,0.4,2.6,3.7,0.714,0.705,1.8,2.8,0.651,3.1,4.6,7.7,3.6,1.2,1.4,1.2,4.9,7.4,,poweldw01,12.9,0.713,0.082,0.705,9.5,13.7,11.7,12.5,1.6,3.3,18.4,7.6,1.2,0.5,1.7,0.147,-1.5,1.5,0.0,0.3,3.9,0.689,0.213,0.016,0.0,0.714,0.81,0.462,0.0,,0.4,0.775,1.0,0.295,15,0.8,0,0
362,Dillon Jones,23,OKC,SF,54,3,551,3.3,8.7,0.383,1.0,4.1,0.254,2.3,4.6,0.5,0.444,1.1,1.8,0.607,2.0,5.9,7.9,3.8,1.0,0.3,1.8,3.5,8.8,,jonesdi01,8.1,0.464,0.474,0.211,6.0,17.3,11.8,12.6,1.4,0.7,16.2,13.3,-0.1,0.9,0.8,0.067,-4.3,0.3,-4.0,-0.3,14.4,0.286,0.18,0.045,0.015,0.5,0.658,0.292,0.333,0.5,0.254,0.657,0.938,0.0,0,0.206,0,0
363,Jordan Goodwin,26,LAL,PG,29,5,543,4.2,9.5,0.438,1.7,4.5,0.382,2.5,5.0,0.487,0.528,0.6,0.7,0.818,2.5,4.9,7.4,2.8,2.0,0.7,1.7,2.9,10.7,,goodwjo01,12.1,0.541,0.472,0.076,8.1,14.9,11.6,10.5,2.7,1.9,14.9,14.1,0.2,0.7,1.0,0.084,-1.7,0.8,-0.8,0.2,15.6,0.146,0.215,0.118,0.049,0.487,0.571,0.484,0.412,0.429,0.382,0.459,0.962,0.0,0,0.456,0,0
364,Richaun Holmes,31,WAS,PF,31,7,534,6.1,9.4,0.647,0.0,0.2,0.0,6.1,9.2,0.662,0.647,3.4,4.0,0.833,4.2,7.8,11.9,2.8,0.6,1.6,1.4,3.3,15.5,,holmeri01,19.8,0.695,0.022,0.432,12.0,22.5,17.2,12.1,0.8,3.9,11.3,14.7,1.6,0.4,2.0,0.178,1.2,0.0,1.1,0.4,3.6,0.626,0.309,0.036,0.007,0.662,0.77,0.488,0.4,0.0,0.0,0.633,,0.281,39,0.667,0,0
365,Mouhamed Gueye,22,ATL,PF,33,28,533,4.9,11.5,0.421,1.4,5.5,0.259,3.4,6.1,0.567,0.482,2.2,2.8,0.762,3.0,6.4,9.4,1.8,1.9,2.2,1.0,3.7,13.3,,gueyemo02,14.4,0.52,0.474,0.246,8.8,20.0,14.3,6.6,2.5,5.7,7.3,15.7,0.4,0.8,1.2,0.106,-1.6,1.0,-0.6,0.2,13.3,0.339,0.129,0.053,0.006,0.567,0.655,0.364,0.556,0.0,0.259,0.824,1.0,0.17,25,0.593,0,0
366,Bismack Biyombo,32,SAS,C,28,26,528,4.6,7.8,0.588,0.0,0.0,,4.6,7.8,0.588,0.588,0.7,1.7,0.4,2.9,7.8,10.8,2.1,1.1,1.6,1.8,3.5,9.8,,biyombi01,12.2,0.576,0.0,0.219,8.7,23.4,16.0,7.9,1.5,3.9,17.8,12.3,0.2,0.6,0.8,0.071,-3.6,0.0,-3.6,-0.2,4.4,0.465,0.447,0.088,0.0,0.588,0.698,0.569,0.1,,,0.791,,0.123,11,,0,0
367,Jaylen Clark,23,MIN,SG,40,4,522,3.9,8.3,0.467,1.5,3.5,0.431,2.3,4.8,0.493,0.558,2.0,2.6,0.784,1.8,1.9,3.7,1.8,2.5,0.1,0.6,4.2,11.2,,clarkja02,12.0,0.598,0.425,0.308,5.6,5.6,5.6,6.7,3.4,0.4,5.5,12.0,0.9,0.7,1.6,0.147,-2.9,2.7,-0.2,0.2,13.4,0.3,0.217,0.05,0.008,0.493,0.528,0.462,0.5,0.0,0.431,0.559,1.0,0.025,2,0.549,2,0
368,Rob Dillingham,20,MIN,PG,49,1,516,6.5,14.7,0.441,1.7,5.2,0.338,4.7,9.6,0.496,0.5,0.6,1.0,0.533,0.8,2.7,3.5,6.8,1.4,0.1,3.7,2.6,15.3,,dilliro01,10.2,0.503,0.351,0.071,2.6,8.0,5.4,28.4,1.9,0.2,19.6,22.7,-0.4,0.6,0.1,0.012,-3.3,-0.9,-4.2,-0.3,13.9,0.213,0.223,0.123,0.09,0.496,0.733,0.404,0.462,0.211,0.338,0.309,0.48,0.014,3,0.135,0,0
369,Colby Jones,22,2TM,SG,39,0,515,4.1,9.0,0.457,1.1,3.4,0.327,3.0,5.6,0.538,0.519,1.6,2.4,0.657,1.5,4.6,6.1,3.1,1.8,0.9,1.6,2.6,11.0,,jonesco02,11.4,0.544,0.38,0.271,4.3,13.6,9.0,12.0,2.4,2.4,13.7,13.7,0.1,0.4,0.6,0.053,-3.3,0.4,-2.8,-0.1,14.6,0.178,0.264,0.14,0.039,0.538,0.696,0.441,0.556,0.4,0.327,0.558,0.938,0.039,5,0.245,0,0
369,Colby Jones,22,SAC,SG,24,0,130,3.0,7.2,0.423,1.1,2.8,0.4,1.9,4.4,0.438,0.5,0.0,0.0,,2.2,4.2,6.4,1.9,1.7,1.9,1.9,3.6,7.2,,jonesco02,8.6,0.5,0.385,0.0,6.9,13.0,9.9,6.7,2.3,5.3,21.2,10.9,-0.1,0.2,0.1,0.036,-3.9,1.2,-2.7,0.0,15.3,0.077,0.346,0.115,0.077,0.438,1.0,0.333,0.333,0.5,0.4,0.571,1.0,0.0,0,0.2,0,0
369,Colby Jones,22,WAS,SG,15,0,385,4.5,9.6,0.466,1.1,3.6,0.308,3.4,6.0,0.563,0.524,2.2,3.3,0.657,1.2,4.8,6.0,3.5,1.9,0.6,1.5,2.2,12.2,,jonesco02,12.3,0.553,0.379,0.34,3.5,13.8,8.6,13.8,2.5,1.4,11.9,14.7,0.2,0.3,0.5,0.059,-3.1,0.2,-2.9,-0.1,14.0,0.204,0.243,0.146,0.029,0.563,0.667,0.48,0.6,0.333,0.308,0.556,0.917,0.049,5,0.256,0,0
370,Craig Porter Jr.,24,CLE,PG,51,1,513,5.1,9.8,0.514,1.5,3.4,0.438,3.6,6.5,0.554,0.589,1.6,2.2,0.719,1.3,3.4,4.7,5.0,1.2,1.1,2.7,1.8,13.2,,portecr01,13.1,0.61,0.343,0.229,4.1,9.9,7.1,17.7,1.6,2.6,19.8,15.9,0.5,0.6,1.1,0.102,0.1,1.0,1.1,0.4,12.3,0.343,0.2,0.079,0.036,0.554,0.708,0.393,0.455,0.2,0.438,0.529,0.714,0.05,6,0.25,2,1
371,Tristan Vukcevic,21,WAS,C,35,1,513,8.4,17.0,0.496,2.7,7.2,0.373,5.8,9.8,0.586,0.574,3.6,4.7,0.776,1.8,7.3,9.1,2.7,0.8,1.6,2.9,4.0,23.2,,vukcetr01,17.8,0.608,0.421,0.277,5.2,21.2,13.2,13.0,1.0,4.0,13.4,25.7,0.3,0.4,0.7,0.069,0.4,-0.9,-0.5,0.2,15.1,0.186,0.252,0.103,0.037,0.586,0.8,0.426,0.52,0.778,0.373,0.793,1.0,0.058,14,0.098,2,0
372,Elfrid Payton,30,2TM,PG,24,9,511,2.8,8.6,0.328,0.1,0.4,0.167,2.7,8.2,0.336,0.332,0.3,0.5,0.571,1.1,4.5,5.6,11.7,1.7,0.8,4.2,2.5,6.0,,paytoel01,8.5,0.34,0.049,0.057,3.1,13.9,8.3,43.3,2.3,2.1,32.1,15.2,-0.9,0.3,-0.6,-0.057,-5.1,-1.3,-6.4,-0.6,8.8,0.148,0.525,0.262,0.016,0.336,0.333,0.375,0.25,0.5,0.167,0.179,1.0,0.0,0,0.167,0,0
372,Elfrid Payton,30,NOP,PG,18,7,388,3.4,9.4,0.366,0.1,0.6,0.167,3.3,8.8,0.379,0.371,0.4,0.6,0.571,1.3,4.8,6.1,13.5,1.7,0.7,4.8,2.2,7.3,,paytoel01,10.6,0.38,0.059,0.069,3.8,14.9,9.2,50.3,2.2,2.0,33.3,17.0,-0.6,0.2,-0.4,-0.047,-3.6,-1.9,-5.5,-0.3,8.8,0.168,0.515,0.238,0.02,0.379,0.353,0.404,0.333,0.5,0.167,0.194,1.0,0.0,0,0.167,0,0
372,Elfrid Payton,30,CHO,PG,6,2,123,0.9,6.1,0.143,0.0,0.0,,0.9,6.1,0.143,0.143,0.0,0.0,,0.3,3.5,3.8,5.9,1.8,0.9,2.0,3.5,1.8,,paytoel01,1.7,0.143,0.0,0.0,0.8,10.6,5.6,21.1,2.4,2.4,25.0,9.7,-0.3,0.1,-0.2,-0.087,-9.9,0.7,-9.2,-0.2,8.7,0.048,0.571,0.381,0.0,0.143,0.0,0.25,0.0,,,0.0,,0.0,0,,0,0
373,Jamal Cain,25,NOP,SF,37,0,502,4.9,11.3,0.43,1.9,5.7,0.325,3.0,5.6,0.538,0.513,2.4,3.6,0.68,1.9,4.2,6.1,1.6,1.6,0.6,1.6,3.3,14.1,,cainja01,11.4,0.544,0.506,0.316,5.6,12.8,9.1,6.2,2.2,1.7,10.9,17.0,0.1,0.2,0.4,0.036,-2.5,-0.8,-3.4,-0.2,15.4,0.19,0.215,0.07,0.019,0.538,0.767,0.471,0.273,0.0,0.325,0.595,0.885,0.044,6,0.488,0,0
374,Keaton Wallace,25,ATL,PG,31,5,501,4.7,11.6,0.401,1.9,5.9,0.329,2.7,5.7,0.475,0.485,0.8,0.8,1.0,0.5,3.1,3.6,5.8,2.0,0.6,2.4,2.8,12.1,,wallake01,10.1,0.503,0.506,0.068,1.5,9.6,5.5,21.0,2.6,1.7,16.5,16.4,-0.1,0.5,0.4,0.034,-3.3,1.0,-2.3,0.0,18.0,0.08,0.154,0.191,0.068,0.475,0.538,0.6,0.419,0.273,0.329,0.289,0.815,0.025,4,0.122,1,0
375,Jock Landale,29,HOU,C,42,3,500,5.8,10.9,0.533,0.8,1.9,0.423,5.0,9.1,0.556,0.569,1.9,2.9,0.675,4.0,5.8,9.9,2.7,0.9,0.7,1.5,3.5,14.4,,landajo01,16.0,0.59,0.171,0.263,11.7,17.6,14.6,10.3,1.3,1.8,11.0,15.7,1.0,0.7,1.7,0.159,0.0,0.4,0.4,0.3,9.2,0.355,0.289,0.132,0.053,0.556,0.648,0.545,0.35,0.5,0.423,0.629,0.909,0.105,15,0.077,0,0
376,Vince Williams Jr.,24,MEM,SG,27,5,499,4.8,12.0,0.401,1.9,6.9,0.274,3.0,5.2,0.569,0.479,1.4,1.7,0.792,1.6,5.5,7.1,4.0,0.9,0.5,2.4,3.2,12.9,,willivi01,9.2,0.504,0.569,0.144,4.7,15.9,10.4,13.8,1.1,1.3,15.7,17.0,-0.1,0.5,0.4,0.04,-2.5,-0.3,-2.8,-0.1,16.9,0.144,0.21,0.066,0.012,0.569,0.625,0.543,0.545,0.5,0.274,0.61,0.923,0.012,1,0.284,1,0
